-1,-1,-1,-1,-1,-1,-1,-1,-1,144,144,144,-1,-1,-1
-1,-1,-1,-1,-1,192,192,48,-1,145,145,145,-1,-1,-1
-1,-1,-1,-1,-1,192,192,48,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,192,192,48,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129,-1
-1,-1,-1,-1,-1,187,-1,187,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,187,-1,187,-1,-1,-1,-1,-1,-1,129
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,80,80,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,189,189,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,189,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,189,189,211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,45,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79,79,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,46,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
